id_solicitud,fecha_solicitud,tipo_producto,id_cliente,monto_o_limite,moneda,pais,flag_prioritario,flag_digital
SYNTH-0756,2025-03-20,seguro,CLI-855,395379, USD ,brasil,S,S
SYNTH-0493,30/12/2025,PRESTAMO,CLI-592,22098,USD,Colombia,S,N
SYNTH-0182,10/09/2025,CUENTA,CLI-281,338098534,ARS,Paraguay,N,S
SYNTH-0906,2025-01-15,  CUENTA ,CLI-1005,727221637,,  Argentina,S,S
SYNTH-0304,15/03/2025,TARJETA,CLI-403,87047,ARS,Mexico,N,N
SYNTH-0423,18/07/2025,CUENTA,CLI-522,85704167,USD,Argentina,N,S
SYNTH-0110,05/04/2025,SEGURO,CLI-209,616914844,ARS,Uruguay,S,S
SYNTH-0495,05/04/2025,SERVICIO,CLI-594,233567412,USD,Peru,S,S
SYNTH-0424,15/03/2025,TARJETA,CLI-523,468746287,EUR,Mexico,N,S
SYNTH-0012,05/04/2025,SEGURO,CLI-111,22951,EUR,Colombia,S,N
SYNTH-0195,30/12/2025,TARJETA,CLI-294,400932,ARS,Colombia,S,S
SYNTH-0233,18/07/2025,SERVICIO,CLI-332,135470,ARS,Chile,S,N
SYNTH-0727,32/13/2025,seguro,CLI-826,518190858,Eur,  uruguay,N,S
SYNTH-0075,10/09/2025,PRESTAMO,CLI-174,304357,ARS,Chile,S,N
SYNTH-0581,15/03/2025,SERVICIO,CLI-680,997352863,USD,Paraguay,S,S
SYNTH-0528,05/04/2025,SERVICIO,CLI-627,37787,EUR,Paraguay,S,S
SYNTH-0799,2025-09-05,tarjeta,CLI-898,44644,ars, CHILE ,N,N
SYNTH-0722,15-03-2025,tarjeta,CLI-821,1000000000,Eur,MEXICO,S,S
SYNTH-0969,10-09-2025,seguro,CLI-1068,646155471,Eur,  uruguay,N,N
SYNTH-0557,28/06/2025,CUENTA,CLI-656,104746,EUR,Chile,N,S
SYNTH-0008,05/04/2025,TARJETA,CLI-107,494555,EUR,Colombia,N,N
SYNTH-0097,28/06/2025,CUENTA,CLI-196,233024968,ARS,Chile,S,S
SYNTH-0726,2025-09-05, Servicio,CLI-825,372318,Eur,colombia  ,S,N
SYNTH-0310,10/09/2025,PRESTAMO,CLI-409,380944965,EUR,Peru,N,S
SYNTH-0131,15/03/2025,SERVICIO,CLI-230,306833340,USD,Argentina,N,N
SYNTH-0095,30/12/2025,SEGURO,CLI-194,291125035,EUR,Paraguay,S,S
SYNTH-0739,10-09-2025,,CLI-838,492184955,Eur,  uruguay,S,S
SYNTH-0515,22/11/2025,SERVICIO,CLI-614,403009,ARS,Brasil,S,N
SYNTH-0209,18/07/2025,PRESTAMO,CLI-308,423110,ARS,Uruguay,N,N
SYNTH-0377,15/03/2025,SERVICIO,CLI-476,6170,EUR,Colombia,S,S
SYNTH-0676,10/09/2025,PRESTAMO,CLI-775,321166,ARS,Mexico,S,S
SYNTH-0175,28/06/2025,SERVICIO,CLI-274,40408,ARS,Mexico,N,N
SYNTH-0928,32/13/2025, Servicio,CLI-1027,385558,usd ,brasil,N,S
SYNTH-0045,01/01/2025,CUENTA,CLI-144,5481,ARS,Peru,N,N
SYNTH-0117,30/12/2025,CUENTA,CLI-216,152226,USD,Paraguay,S,N
SYNTH-0160,18/07/2025,CUENTA,CLI-259,324789,USD,Mexico,N,S
SYNTH-0445,22/11/2025,CUENTA,CLI-544,185191,USD,Colombia,S,S
SYNTH-0113,15/03/2025,SERVICIO,CLI-212,198827,USD,Chile,N,S
SYNTH-0238,15/03/2025,SERVICIO,CLI-337,29742,EUR,Brasil,S,S
SYNTH-0905,10-09-2025,seguro,CLI-1004,155395,Eur,brasil,N,S
SYNTH-0664,18/07/2025,TARJETA,CLI-763,3567,EUR,Paraguay,S,S
SYNTH-0780,20-06-2025,PRESTAMO  ,CLI-879,1000000000,ars,brasil,S,N
SYNTH-0964,15-03-2025,PRESTAMO  ,CLI-1063,324145,ars,brasil,S,S
SYNTH-0850,2025-03-20,seguro,CLI-949,594082889, USD , CHILE ,N,N
SYNTH-0526,10/09/2025,SEGURO,CLI-625,8288,USD,Paraguay,N,N
SYNTH-0696,05/04/2025,PRESTAMO,CLI-795,146903,USD,Mexico,N,N
SYNTH-0555,10/09/2025,TARJETA,CLI-654,2593,EUR,Mexico,S,S
SYNTH-0158,30/12/2025,SEGURO,CLI-257,467207767,EUR,Peru,N,N
SYNTH-0153,22/11/2025,TARJETA,CLI-252,11859,EUR,Mexico,N,N
SYNTH-0919,32/13/2025, Servicio,CLI-1018,705110747, ARS,MEXICO,N,S
SYNTH-0018,01/01/2025,PRESTAMO,CLI-117,370297359,USD,Brasil,N,N
SYNTH-0244,28/06/2025,PRESTAMO,CLI-343,8079,USD,Mexico,S,S
SYNTH-0051,30/12/2025,PRESTAMO,CLI-150,300444523,USD,Brasil,S,N
SYNTH-0715,2025-03-20,tarjeta,CLI-814,450533,ars,  uruguay,S,S
SYNTH-0354,10/09/2025,SERVICIO,CLI-453,35723,USD,Brasil,N,S
SYNTH-0643,05/04/2025,SERVICIO,CLI-742,432854,EUR,Paraguay,N,S
SYNTH-0248,15/03/2025,TARJETA,CLI-347,16885,ARS,Colombia,S,S
SYNTH-0501,01/01/2025,PRESTAMO,CLI-600,334133,EUR,Peru,S,N
SYNTH-0173,28/06/2025,SERVICIO,CLI-272,390237,ARS,Mexico,S,S
SYNTH-0365,18/07/2025,SEGURO,CLI-464,17862229,EUR,Argentina,S,N
SYNTH-0684,01/01/2025,TARJETA,CLI-783,424558,EUR,Argentina,S,S
SYNTH-0955,15-03-2025, Servicio,CLI-1054,569165154,Eur,  uruguay,S,N
SYNTH-0564,10/09/2025,SEGURO,CLI-663,29788,ARS,Chile,S,N
SYNTH-0490,05/04/2025,CUENTA,CLI-589,399512,ARS,Chile,N,N
SYNTH-0617,30/12/2025,CUENTA,CLI-716,765900205,EUR,Colombia,N,N
SYNTH-0913,05-12-2025, Servicio,CLI-1012,45501,usd ,  uruguay,N,N
SYNTH-0535,10/09/2025,SEGURO,CLI-634,450052067,USD,Uruguay,S,S
SYNTH-0093,28/06/2025,SERVICIO,CLI-192,47547,ARS,Peru,S,S
SYNTH-0322,05/04/2025,SEGURO,CLI-421,272715,EUR,Paraguay,S,N
SYNTH-0311,01/01/2025,CUENTA,CLI-410,32515,USD,Brasil,N,S
SYNTH-0516,05/04/2025,CUENTA,CLI-615,1274,ARS,Chile,N,N
SYNTH-0401,01/01/2025,CUENTA,CLI-500,893115311,EUR,Argentina,N,S
SYNTH-0586,22/11/2025,SEGURO,CLI-685,31500,EUR,Colombia,S,N
SYNTH-0388,28/06/2025,SEGURO,CLI-487,74520,USD,Brasil,N,S
SYNTH-0050,30/12/2025,PRESTAMO,CLI-149,8324,EUR,Mexico,S,S
SYNTH-0884,2025-01-15,tarjeta,CLI-983,391631225,GBP,  uruguay,S,N
SYNTH-0630,05/04/2025,TARJETA,CLI-729,11785,ARS,Uruguay,S,S
SYNTH-0427,15/03/2025,PRESTAMO,CLI-526,369853,ARS,Chile,N,S
SYNTH-0043,05/04/2025,PRESTAMO,CLI-142,292178,ARS,Brasil,S,N
SYNTH-0215,05/04/2025,TARJETA,CLI-314,165564,USD,Colombia,N,N
SYNTH-0426,28/06/2025,PRESTAMO,CLI-525,914245395,USD,Mexico,N,S
SYNTH-0329,28/06/2025,SERVICIO,CLI-428,42897,USD,Peru,N,N
SYNTH-0783,2025-01-15,PRESTAMO  ,CLI-882,646438750,GBP,  uruguay,N,S
SYNTH-0990,10-09-2025,  CUENTA ,CLI-1089,7158,usd ,  Argentina,S,S
SYNTH-0665,30/12/2025,PRESTAMO,CLI-764,250528173,ARS,Uruguay,N,S
SYNTH-0232,05/04/2025,TARJETA,CLI-331,44320,ARS,Paraguay,N,S
SYNTH-0767,2025-03-20, Servicio,CLI-866,164686200, ARS,brasil,S,N
SYNTH-0321,30/12/2025,TARJETA,CLI-420,123806,USD,Mexico,S,N
SYNTH-0416,22/11/2025,TARJETA,CLI-515,410782442,ARS,Argentina,N,S
SYNTH-0178,10/09/2025,SERVICIO,CLI-277,5657,ARS,Colombia,S,S
SYNTH-0320,28/06/2025,PRESTAMO,CLI-419,53609987,EUR,Paraguay,N,N
SYNTH-0791,2025-06-10,tarjeta,CLI-890,99999999999,Eur, CHILE ,N,N
SYNTH-0355,28/06/2025,SERVICIO,CLI-454,23973,ARS,Uruguay,N,N
SYNTH-0688,15/03/2025,CUENTA,CLI-787,63314,USD,Mexico,N,N
SYNTH-0950,2025-01-15,PRESTAMO  ,CLI-1049,6158,usd ,brasil,N,N
SYNTH-0430,10/09/2025,TARJETA,CLI-529,20056,USD,Mexico,S,S
SYNTH-0359,05/04/2025,CUENTA,CLI-458,1760,ARS,Uruguay,N,S
SYNTH-0199,15/03/2025,TARJETA,CLI-298,48706,ARS,Brasil,S,N
SYNTH-0874,15-03-2025,PRESTAMO  ,CLI-973,3345,ars,colombia  ,N,S
SYNTH-0184,01/01/2025,SERVICIO,CLI-283,44428,ARS,Brasil,N,S
SYNTH-0805,15-03-2025,PRESTAMO  ,CLI-904,-1, USD ,brasil,N,N
SYNTH-0305,22/11/2025,SEGURO,CLI-404,100391,ARS,Mexico,N,N
SYNTH-0560,18/07/2025,SEGURO,CLI-659,441579,USD,Chile,N,N
SYNTH-0993,05-12-2025,seguro,CLI-1092,2098, ARS,  uruguay,S,N
SYNTH-0461,18/07/2025,SEGURO,CLI-560,533151777,ARS,Peru,N,S
SYNTH-0484,15/03/2025,PRESTAMO,CLI-583,224541772,ARS,Mexico,S,S
SYNTH-0235,28/06/2025,TARJETA,CLI-334,446196,USD,Brasil,N,S
SYNTH-0786,05-12-2025, Servicio,CLI-885,90114,usd ,MEXICO,S,S
SYNTH-0694,15/03/2025,SEGURO,CLI-793,337405,ARS,Brasil,S,S
SYNTH-0271,05/04/2025,PRESTAMO,CLI-370,594855499,EUR,Argentina,N,N
SYNTH-0814,32/13/2025, Servicio,CLI-913,12940481, ARS,brasil,N,N
SYNTH-0154,18/07/2025,CUENTA,CLI-253,31897,ARS,Colombia,N,S
SYNTH-0398,28/06/2025,CUENTA,CLI-497,382303,ARS,Uruguay,N,S
SYNTH-0638,15/03/2025,PRESTAMO,CLI-737,25057,USD,Chile,S,N
SYNTH-0509,22/11/2025,SEGURO,CLI-608,35047,ARS,Brasil,S,S
SYNTH-0939,2025-06-10,tarjeta,CLI-1038,334354,ars,  Argentina,S,S
SYNTH-0052,28/06/2025,PRESTAMO,CLI-151,717602164,USD,Chile,S,N
SYNTH-0287,05/04/2025,SEGURO,CLI-386,760998229,EUR,Argentina,N,N
SYNTH-0403,22/11/2025,PRESTAMO,CLI-502,245458,EUR,Colombia,S,S
SYNTH-0918,20-06-2025,  CUENTA ,CLI-1017,47468,Eur,colombia  ,N,N
SYNTH-0654,28/06/2025,TARJETA,CLI-753,191288,EUR,Brasil,N,S
SYNTH-0227,10/09/2025,CUENTA,CLI-326,73445,USD,Chile,N,N
SYNTH-0844,2025-03-20,  CUENTA ,CLI-943,1000000000,Eur,brasil,N,N
SYNTH-0657,10/09/2025,SERVICIO,CLI-756,45129,USD,Chile,S,S
SYNTH-0351,01/01/2025,SEGURO,CLI-450,993452650,USD,Uruguay,N,N
SYNTH-0922,05-12-2025,seguro,CLI-1021,920628989,Eur,  uruguay,N,N
SYNTH-0221,01/01/2025,SEGURO,CLI-320,143261947,EUR,Peru,N,S
SYNTH-0522,28/06/2025,PRESTAMO,CLI-621,297840,ARS,Chile,S,N
SYNTH-0824,2025-03-20,PRESTAMO  ,CLI-923,47972, USD , CHILE ,N,S
SYNTH-0821,32/13/2025,seguro,CLI-920,473355939, ARS,  uruguay,S,N
SYNTH-0545,01/01/2025,SEGURO,CLI-644,33411,ARS,Chile,S,N
SYNTH-0027,28/06/2025,TARJETA,CLI-126,450678,EUR,Paraguay,S,N
SYNTH-0752,05-12-2025,seguro,CLI-851,67546680,usd , CHILE ,N,N
SYNTH-0600,30/12/2025,PRESTAMO,CLI-699,809383496,USD,Chile,S,N
SYNTH-0264,15/03/2025,SERVICIO,CLI-363,258346,ARS,Uruguay,S,N
SYNTH-0151,05/04/2025,PRESTAMO,CLI-250,663813158,ARS,Paraguay,N,S
SYNTH-0730,05-12-2025,,CLI-829,15121,Eur,MEXICO,S,S
SYNTH-0820,2025-09-05,,CLI-919,5537,Eur, CHILE ,S,S
SYNTH-0408,30/12/2025,SEGURO,CLI-507,79249,USD,Mexico,N,N
SYNTH-0682,15/03/2025,PRESTAMO,CLI-781,27491,USD,Brasil,S,S
SYNTH-0407,30/12/2025,SERVICIO,CLI-506,49462,EUR,Chile,S,N
SYNTH-0162,10/09/2025,SEGURO,CLI-261,643343792,EUR,Uruguay,N,S
SYNTH-0860,32/13/2025, Servicio,CLI-959,423139222,Eur,  Argentina,S,N
SYNTH-0268,05/04/2025,SERVICIO,CLI-367,922498259,USD,Peru,N,N
SYNTH-0995,2025-06-10,  CUENTA ,CLI-1094,99999999999, ARS, CHILE ,N,S
SYNTH-0562,01/01/2025,PRESTAMO,CLI-661,261290,USD,Chile,N,N
SYNTH-0623,15/03/2025,SERVICIO,CLI-722,87883,USD,Brasil,S,N
SYNTH-0347,22/11/2025,PRESTAMO,CLI-446,275574,ARS,Colombia,S,S
SYNTH-0925,05-12-2025,  CUENTA ,CLI-1024,471013, ARS,MEXICO,N,S
SYNTH-0941,2025-03-20,tarjeta,CLI-1040,144298,Eur,MEXICO,S,N
SYNTH-0873,2025-09-05,PRESTAMO  ,CLI-972,47244, ARS,colombia  ,N,S
SYNTH-0728,32/13/2025,seguro,CLI-827,976020317,usd , CHILE ,S,S
SYNTH-0808,05-12-2025,PRESTAMO  ,CLI-907,777567769,ars,  Argentina,S,S
SYNTH-0903,20-06-2025,seguro,CLI-1002,99999999999,usd ,  uruguay,N,N
SYNTH-0196,30/12/2025,PRESTAMO,CLI-295,1228,EUR,Peru,S,N
SYNTH-0667,30/12/2025,SEGURO,CLI-766,789909518,ARS,Brasil,N,N
SYNTH-0567,22/11/2025,CUENTA,CLI-666,13231,USD,Peru,N,S
SYNTH-0432,01/01/2025,PRESTAMO,CLI-531,448559,USD,Mexico,S,N
SYNTH-0803,05-12-2025,seguro,CLI-902,-500, USD ,MEXICO,N,S
SYNTH-0220,18/07/2025,TARJETA,CLI-319,796122159,USD,Chile,S,N
SYNTH-0827,20-06-2025, Servicio,CLI-926,471093068,GBP, CHILE ,S,N
SYNTH-0626,15/03/2025,SERVICIO,CLI-725,542612411,EUR,Argentina,N,S
SYNTH-0743,32/13/2025,  CUENTA ,CLI-842,784514158, ARS,brasil,S,S
SYNTH-0864,2025-03-20,PRESTAMO  ,CLI-963,19420,usd ,MEXICO,N,S
SYNTH-0174,28/06/2025,SEGURO,CLI-273,26713836,ARS,Paraguay,N,S
SYNTH-0217,10/09/2025,CUENTA,CLI-316,7543,EUR,Argentina,N,S
SYNTH-0907,10-09-2025,PRESTAMO  ,CLI-1006,44114,usd ,  uruguay,S,N
SYNTH-0241,10/09/2025,CUENTA,CLI-340,91005,USD,Brasil,S,N
SYNTH-0007,01/01/2025,PRESTAMO,CLI-106,224621114,EUR,Mexico,N,N
SYNTH-0572,05/04/2025,TARJETA,CLI-671,482311,USD,Chile,S,N
SYNTH-0699,18/07/2025,SEGURO,CLI-798,18671,EUR,Argentina,S,N
SYNTH-0219,01/01/2025,SERVICIO,CLI-318,345486585,EUR,Brasil,S,N
SYNTH-0861,15-03-2025,  CUENTA ,CLI-960,4039,GBP,  uruguay,S,N
SYNTH-0831,2025-09-05,  CUENTA ,,121479, USD ,MEXICO,N,N
SYNTH-0309,15/03/2025,PRESTAMO,CLI-408,40035,USD,Colombia,S,N
SYNTH-0034,01/01/2025,TARJETA,CLI-133,233087327,EUR,Uruguay,S,S
SYNTH-0834,2025-06-10,seguro,CLI-933,801590477, USD ,brasil,N,N
SYNTH-0450,30/12/2025,PRESTAMO,CLI-549,806927540,USD,Colombia,N,S
SYNTH-0285,30/12/2025,TARJETA,CLI-384,391270,USD,Argentina,N,S
