id_solicitud,fecha_solicitud,tipo_producto,id_cliente,monto_o_limite,moneda,pais,flag_prioritario,flag_digital
SYNTH-0992,05/04/2025,PRESTAMO,CLI-1091,95341233,euros billete,santiago chile,S,S
SYNTH-0667,15/03/2025,TARJETA,CLI-766,11275,ARS,Peru,S,N
SYNTH-0701,15-03-2025,seguro,CLI-800,125684611,GBP,  uruguay,N,S
SYNTH-0384,01/01/2025,TARJETA,CLI-483,64004922,ARS,Peru,N,S
SYNTH-0606,01/01/2025,TARJETA,CLI-705,951102786,EUR,Paraguay,S,S
SYNTH-0457,15/03/2025,CUENTA,CLI-556,45716682,USD,Uruguay,S,S
SYNTH-0177,30/12/2025,TARJETA,CLI-276,713663448,ARS,Peru,N,N
SYNTH-0400,22/11/2025,PRESTAMO,CLI-499,28667,USD,Argentina,S,S
SYNTH-0490,22/11/2025,TARJETA,CLI-589,255049,EUR,Colombia,N,N
SYNTH-0054,05/04/2025,SERVICIO,CLI-153,782881012,ARS,Brasil,N,N
SYNTH-0820,32/13/2025, Servicio,CLI-919,44407,ars,  Argentina,N,N
SYNTH-0995,2 julio 2025,servicio hogar,CLI-1094,141674,EUR,Argentina,S,S
SYNTH-0775,15-03-2025,PRESTAMO  ,CLI-874,843405428,GBP,  uruguay,N,S
SYNTH-0206,15/03/2025,SERVICIO,CLI-305,121375,USD,Peru,N,S
SYNTH-0258,01/01/2025,CUENTA,CLI-357,502262898,ARS,Peru,S,S
SYNTH-0229,28/06/2025,TARJETA,CLI-328,13522,ARS,Paraguay,S,N
SYNTH-0854,15-03-2025,  CUENTA ,CLI-953,333153,GBP,  Argentina,S,N
SYNTH-0838,20-06-2025, Servicio,CLI-937,0,Eur,  Argentina,S,N
SYNTH-0205,18/07/2025,PRESTAMO,CLI-304,330957708,ARS,Uruguay,S,N
SYNTH-0287,30/12/2025,PRESTAMO,CLI-386,2351,EUR,Argentina,S,N
SYNTH-0947,2025-09-05,PRESTAMO  ,CLI-1046,414842,GBP,  uruguay,N,S
SYNTH-0872,05-12-2025,PRESTAMO  ,CLI-971,99999999999,Eur,colombia  ,N,N
SYNTH-0836,2025-03-20, Servicio,CLI-935,341673,ars,  Argentina,S,N
SYNTH-0767,2025-06-10,  CUENTA ,CLI-866,25681,Eur,MEXICO,S,N
SYNTH-0439,30/12/2025,SEGURO,CLI-538,22660,EUR,Colombia,S,S
SYNTH-0536,01/01/2025,SEGURO,CLI-635,411227,EUR,Chile,S,S
SYNTH-0064,18/07/2025,SEGURO,CLI-163,386367,EUR,Peru,S,N
SYNTH-0188,22/11/2025,TARJETA,CLI-287,293183,EUR,Argentina,S,S
SYNTH-0453,22/11/2025,SEGURO,CLI-552,261208,ARS,Paraguay,S,S
SYNTH-0174,30/12/2025,TARJETA,CLI-273,580307214,EUR,Colombia,N,S
SYNTH-0323,01/01/2025,PRESTAMO,CLI-422,46623,EUR,Mexico,S,N
SYNTH-0036,01/01/2025,TARJETA,CLI-135,709075261,ARS,Uruguay,S,N
SYNTH-0265,10/09/2025,SEGURO,CLI-364,41715,USD,Colombia,S,S
SYNTH-0989,2025-03-20,  CUENTA ,CLI-1088,3194,usd ,  uruguay,S,N
SYNTH-0585,18/07/2025,TARJETA,CLI-684,265415,USD,Chile,N,S
SYNTH-0740,05-12-2025,seguro,CLI-839,748362785, ARS, CHILE ,S,S
SYNTH-0276,15/03/2025,PRESTAMO,CLI-375,17875,ARS,Mexico,N,S
SYNTH-0364,28/06/2025,PRESTAMO,CLI-463,39977,USD,Colombia,N,S
SYNTH-0722,05-12-2025,  CUENTA ,CLI-821,602726413,usd , CHILE ,S,S
SYNTH-0807,15-03-2025,seguro,CLI-906,45334,usd ,brasil,S,N
SYNTH-0810,10-09-2025,seguro,CLI-909,45835,ars,  uruguay,N,N
SYNTH-0005,10/09/2025,CUENTA,CLI-104,277708036,ARS,Mexico,N,N
SYNTH-0686,18/07/2025,PRESTAMO,CLI-785,121875884,EUR,Paraguay,N,N
SYNTH-0595,28/06/2025,TARJETA,CLI-694,127734,ARS,Peru,S,S
SYNTH-0023,30/12/2025,TARJETA,CLI-122,227925952,EUR,Mexico,S,S
SYNTH-0939,10-09-2025, Servicio,CLI-1038,1000000000, USD ,colombia  ,S,S
SYNTH-0476,22/11/2025,PRESTAMO,CLI-575,21665,ARS,Chile,N,S
SYNTH-0333,22/11/2025,CUENTA,CLI-432,19110,EUR,Colombia,S,S
SYNTH-0380,15/03/2025,TARJETA,CLI-479,7043,USD,Argentina,N,S
SYNTH-0438,18/07/2025,SERVICIO,CLI-537,371672,ARS,Colombia,N,N
SYNTH-0662,28/06/2025,CUENTA,CLI-761,765757864,USD,Chile,S,N
SYNTH-0152,28/06/2025,SEGURO,CLI-251,221054,ARS,Mexico,N,S
SYNTH-0208,05/04/2025,SEGURO,CLI-307,724487139,USD,Colombia,S,S
SYNTH-0459,10/09/2025,TARJETA,CLI-558,28921,USD,Uruguay,N,N
SYNTH-0285,28/06/2025,PRESTAMO,CLI-384,642355463,ARS,Uruguay,S,N
SYNTH-0922,2025-03-20,tarjeta,CLI-1021,26108, ARS,,S,S
SYNTH-0530,28/06/2025,SEGURO,CLI-629,803826336,EUR,Argentina,S,S
SYNTH-0427,05/04/2025,SEGURO,CLI-526,270849,ARS,Paraguay,N,N
SYNTH-0464,01/01/2025,TARJETA,CLI-563,18709,ARS,Paraguay,S,N
SYNTH-0504,18/07/2025,PRESTAMO,CLI-603,30600,ARS,Paraguay,N,N
SYNTH-0164,30/12/2025,TARJETA,CLI-263,467003260,EUR,Colombia,N,S
SYNTH-0669,22/11/2025,SERVICIO,CLI-768,196906,EUR,Colombia,N,N
SYNTH-0386,05/04/2025,CUENTA,CLI-485,149778,USD,Mexico,S,S
SYNTH-0610,22/11/2025,SEGURO,CLI-709,39645,USD,Uruguay,N,S
SYNTH-0009,18/07/2025,PRESTAMO,CLI-108,157676,USD,Chile,N,N
SYNTH-0335,28/06/2025,CUENTA,CLI-434,183700,ARS,Colombia,N,S
SYNTH-0601,22/11/2025,CUENTA,CLI-700,3009,ARS,Brasil,S,N
SYNTH-0848,10-09-2025,  CUENTA ,CLI-947,-500, USD , CHILE ,S,S
SYNTH-0175,22/11/2025,CUENTA,CLI-274,91170,USD,Paraguay,S,S
SYNTH-0861,10-09-2025,  CUENTA ,CLI-960,23537,ars,,S,S
SYNTH-0805,32/13/2025, Servicio,CLI-904,333679572,Eur,MEXICO,S,N
SYNTH-0256,01/01/2025,CUENTA,CLI-355,789494584,USD,Uruguay,S,S
SYNTH-0467,28/06/2025,CUENTA,CLI-566,103583,ARS,Argentina,N,N
SYNTH-0986,20-06-2025, Servicio,CLI-1085,8775,GBP,  Argentina,S,N
SYNTH-0025,01/01/2025,TARJETA,CLI-124,173319798,EUR,Colombia,N,S
SYNTH-0185,01/01/2025,SEGURO,CLI-284,361680,EUR,Colombia,N,S
SYNTH-0823,05-12-2025,tarjeta,CLI-922,42928,ars, CHILE ,S,N
SYNTH-0545,05/04/2025,SERVICIO,CLI-644,20237,USD,Chile,N,N
SYNTH-0576,05/04/2025,SEGURO,CLI-675,141574,ARS,Colombia,N,S
SYNTH-0414,30/12/2025,SEGURO,CLI-513,613489315,USD,Peru,N,N
SYNTH-0293,10/09/2025,CUENTA,CLI-392,49482,USD,Paraguay,N,N
SYNTH-0647,22/11/2025,SERVICIO,CLI-746,499059156,EUR,Chile,N,N
SYNTH-0586,01/01/2025,CUENTA,CLI-685,28388,EUR,Paraguay,N,N
SYNTH-0839,2025-03-20,PRESTAMO  ,CLI-938,843145006,GBP,  Argentina,N,S
SYNTH-0551,05/04/2025,CUENTA,CLI-650,458280,EUR,Brasil,N,N
SYNTH-0361,30/12/2025,SEGURO,CLI-460,29664,ARS,Argentina,N,S
SYNTH-0562,28/06/2025,SERVICIO,CLI-661,732859034,USD,Paraguay,N,N
SYNTH-0429,30/12/2025,TARJETA,CLI-528,20761,USD,Uruguay,N,N
SYNTH-0881,2025-06-10,PRESTAMO  ,CLI-980,251548, USD ,  Argentina,N,S
SYNTH-0875,20-06-2025,  CUENTA ,CLI-974,445928, USD ,  Argentina,N,S
SYNTH-0769,2025-03-20,PRESTAMO  ,CLI-868,44420,ars, CHILE ,S,N
SYNTH-0575,18/07/2025,CUENTA,CLI-674,100154911,USD,Brasil,S,S
SYNTH-0339,01/01/2025,SERVICIO,CLI-438,223674,EUR,Paraguay,S,S
SYNTH-0344,28/06/2025,SEGURO,CLI-443,18431819,ARS,Paraguay,S,N
SYNTH-0139,10/09/2025,CUENTA,CLI-238,427652,USD,Argentina,S,S
SYNTH-0259,22/11/2025,PRESTAMO,CLI-358,188191205,EUR,Uruguay,S,S
SYNTH-0166,22/11/2025,TARJETA,CLI-265,519004789,ARS,Paraguay,N,N
SYNTH-0131,15/03/2025,PRESTAMO,CLI-230,2489,ARS,Paraguay,N,N
SYNTH-0085,05/04/2025,SERVICIO,CLI-184,972073172,ARS,Chile,N,S
SYNTH-0417,05/04/2025,PRESTAMO,CLI-516,28154,USD,Brasil,S,N
SYNTH-0643,18/07/2025,SEGURO,CLI-742,43220,USD,Peru,S,S
SYNTH-0622,28/06/2025,TARJETA,CLI-721,80885474,ARS,Mexico,S,S
SYNTH-0452,10/09/2025,SERVICIO,CLI-551,31963,ARS,Uruguay,N,S
SYNTH-0919,2025-01-15,seguro,CLI-1018,451359, USD ,  Argentina,S,N
SYNTH-0816,2025-03-20,seguro,CLI-915,43151, ARS,colombia  ,N,S
SYNTH-0664,15/03/2025,SERVICIO,CLI-763,437082946,EUR,Paraguay,N,S
SYNTH-0298,22/11/2025,TARJETA,CLI-397,208728,USD,Mexico,S,S
SYNTH-0460,28/06/2025,TARJETA,CLI-559,39430,EUR,Mexico,S,N
SYNTH-0410,30/12/2025,TARJETA,CLI-509,4481,ARS,Peru,N,S
SYNTH-0925,2025-06-10,seguro,CLI-1024,349379,,colombia  ,S,S
SYNTH-0053,01/01/2025,SERVICIO,CLI-152,234538,USD,Colombia,N,N
SYNTH-0226,10/09/2025,CUENTA,CLI-325,649018351,ARS,Peru,N,S
SYNTH-0347,05/04/2025,PRESTAMO,CLI-446,32496,USD,Brasil,N,N
SYNTH-0539,22/11/2025,PRESTAMO,CLI-638,227470651,EUR,Brasil,S,N
SYNTH-0372,01/01/2025,SERVICIO,CLI-471,212756015,EUR,Paraguay,N,N
SYNTH-0983,2025-03-20, Servicio,CLI-1082,719562573, USD , CHILE ,S,N
SYNTH-0211,30/12/2025,TARJETA,CLI-310,432294,ARS,Colombia,N,S
SYNTH-0765,2025-03-20,PRESTAMO  ,CLI-864,359591,Eur,  uruguay,N,S
SYNTH-0100,01/01/2025,SEGURO,CLI-199,333596,ARS,Brasil,S,N
SYNTH-0320,15/03/2025,TARJETA,CLI-419,26624,ARS,Peru,N,N
SYNTH-0315,05/04/2025,TARJETA,CLI-414,223891734,EUR,Brasil,N,N
SYNTH-0600,18/07/2025,SERVICIO,CLI-699,9399,USD,Uruguay,N,N
SYNTH-0094,18/07/2025,SERVICIO,CLI-193,31990,ARS,Peru,S,S
SYNTH-0636,22/11/2025,SEGURO,CLI-735,4776,EUR,Uruguay,S,N
SYNTH-0639,10/09/2025,CUENTA,CLI-738,427822537,USD,Mexico,S,N
SYNTH-0555,22/11/2025,TARJETA,CLI-654,148757742,USD,Chile,N,N
SYNTH-0121,28/06/2025,CUENTA,CLI-220,364281,ARS,Paraguay,N,N
SYNTH-0750,2025-03-20,,CLI-849,644055023,Eur,  uruguay,S,S
SYNTH-0192,05/04/2025,SEGURO,CLI-291,306979,ARS,Paraguay,N,S
SYNTH-0500,15/03/2025,TARJETA,CLI-599,950056101,USD,Colombia,S,S
SYNTH-0969,32/13/2025,  CUENTA ,CLI-1068,45918, ARS,colombia  ,N,N
SYNTH-0319,30/12/2025,PRESTAMO,CLI-418,619723753,EUR,Paraguay,N,N
SYNTH-0959,32/13/2025,tarjeta,CLI-1058,461168, USD ,colombia  ,S,N
SYNTH-0252,10/09/2025,SEGURO,CLI-351,859776204,USD,Argentina,S,N
SYNTH-0531,22/11/2025,CUENTA,CLI-630,18776,EUR,Paraguay,S,S
SYNTH-0932,2025-09-05, Servicio,CLI-1031,467330,usd , CHILE ,N,S
SYNTH-0921,32/13/2025,  CUENTA ,CLI-1020,539951482,Eur,MEXICO,N,S
SYNTH-0529,28/06/2025,TARJETA,CLI-628,284644282,USD,Brasil,N,N
SYNTH-0462,28/06/2025,PRESTAMO,CLI-561,976188142,USD,Chile,S,S
SYNTH-0474,10/09/2025,CUENTA,CLI-573,683246985,ARS,Brasil,N,S
SYNTH-0146,15/03/2025,CUENTA,CLI-245,202026,ARS,Uruguay,N,N
SYNTH-0057,28/06/2025,SEGURO,CLI-156,466180444,EUR,Uruguay,S,S
SYNTH-0149,22/11/2025,CUENTA,CLI-248,8508,EUR,Paraguay,S,N
SYNTH-0027,22/11/2025,TARJETA,CLI-126,952849448,EUR,Argentina,S,S
SYNTH-0440,30/12/2025,CUENTA,CLI-539,14791,ARS,Peru,S,S
SYNTH-0858,10-09-2025, Servicio,CLI-957,40179, USD , CHILE ,S,S
SYNTH-0611,15/03/2025,CUENTA,CLI-710,335890178,EUR,Argentina,N,N
SYNTH-0513,01/01/2025,SEGURO,CLI-612,122801,USD,Chile,S,S
SYNTH-0813,2025-01-15,PRESTAMO  ,CLI-912,494630565,GBP, CHILE ,S,S
SYNTH-0978,2025-09-05,tarjeta,CLI-1077,208702,,brasil,S,S
SYNTH-0191,30/12/2025,CUENTA,CLI-290,823984716,ARS,Chile,S,S
SYNTH-0726,2025-09-05, Servicio,CLI-825,267344,Eur,brasil,N,S
SYNTH-0110,10/09/2025,SERVICIO,CLI-209,35637,EUR,Chile,S,S
SYNTH-0948,15-03-2025,PRESTAMO  ,CLI-1047,331892,ars,colombia  ,S,N
SYNTH-0080,30/12/2025,TARJETA,CLI-179,6350,EUR,Colombia,N,S
SYNTH-0749,2025-06-10,  CUENTA ,CLI-848,717991799,GBP,brasil,S,S
SYNTH-0567,18/07/2025,PRESTAMO,CLI-666,39196,USD,Mexico,N,S
SYNTH-0801,15-03-2025,tarjeta,CLI-900,33070,ars,,S,S
SYNTH-0125,28/06/2025,PRESTAMO,CLI-224,389695926,USD,Colombia,N,N
SYNTH-0799,2025-06-10, Servicio,CLI-898,903247073,usd , CHILE ,S,N
SYNTH-0508,10/09/2025,PRESTAMO,CLI-607,511218740,EUR,Uruguay,S,N
SYNTH-0261,30/12/2025,SERVICIO,CLI-360,469193100,EUR,Brasil,S,S
SYNTH-0218,15/03/2025,SERVICIO,CLI-317,36321959,ARS,Brasil,S,S
SYNTH-0789,10-09-2025,  CUENTA ,CLI-888,58433,ars,MEXICO,N,S
SYNTH-0058,05/04/2025,CUENTA,CLI-157,326843,USD,Peru,N,S
SYNTH-0302,22/11/2025,TARJETA,CLI-401,804229868,EUR,Argentina,N,S
SYNTH-0075,22/11/2025,TARJETA,CLI-174,652746393,USD,Argentina,S,S
SYNTH-0391,28/06/2025,SEGURO,CLI-490,10261,EUR,Uruguay,N,S
SYNTH-0684,30/12/2025,TARJETA,CLI-783,18723,EUR,Mexico,N,S
SYNTH-0930,32/13/2025,tarjeta,CLI-1029,210554, ARS,  Argentina,N,N
SYNTH-0081,30/12/2025,SERVICIO,CLI-180,3148,USD,Uruguay,N,N
SYNTH-0613,10/09/2025,PRESTAMO,CLI-712,884550571,EUR,Peru,S,N
SYNTH-0705,20-06-2025,tarjeta,CLI-804,303138,ars, CHILE ,N,N
SYNTH-0841,2025-03-20,  CUENTA ,CLI-940,829555694,usd ,MEXICO,S,S
SYNTH-0913,2025-09-05,  CUENTA ,CLI-1012,301001238,ars,colombia  ,N,N
SYNTH-0624,10/09/2025,SEGURO,CLI-723,836315279,EUR,Uruguay,S,N
SYNTH-0070,10/09/2025,PRESTAMO,CLI-169,140778,ARS,Chile,S,N
SYNTH-0998,05/04/2025,prestamo nomina,CLI-1097,41280,ARS,Brasil,S,N
SYNTH-0640,18/07/2025,SERVICIO,CLI-739,492032,USD,Paraguay,N,N
SYNTH-0235,18/07/2025,TARJETA,CLI-334,350912302,EUR,Colombia,N,S
SYNTH-0140,15/03/2025,SERVICIO,CLI-239,29099,USD,Mexico,S,S
SYNTH-0014,10/09/2025,SERVICIO,CLI-113,208844996,USD,Mexico,N,N
SYNTH-0407,15/03/2025,CUENTA,CLI-506,497730856,EUR,Mexico,N,N
SYNTH-0078,01/01/2025,SERVICIO,CLI-177,210137,USD,Mexico,S,S
SYNTH-0694,30/12/2025,SEGURO,CLI-793,37603453,USD,Mexico,N,S
SYNTH-0602,05/04/2025,PRESTAMO,CLI-701,33562,ARS,Argentina,S,S
SYNTH-0108,18/07/2025,PRESTAMO,CLI-207,207475,ARS,Mexico,S,N
SYNTH-0280,10/09/2025,TARJETA,CLI-379,885592698,USD,Paraguay,N,S
SYNTH-0721,05-12-2025,PRESTAMO  ,CLI-820,119866, ARS,  Argentina,N,S
SYNTH-0346,30/12/2025,SERVICIO,CLI-445,31243,USD,Argentina,N,S
SYNTH-0862,20-06-2025,seguro,CLI-961,479719,GBP,brasil,N,N
SYNTH-0565,15/03/2025,SERVICIO,CLI-664,28415,ARS,Peru,N,S
SYNTH-0362,30/12/2025,CUENTA,CLI-461,352556,USD,Paraguay,N,N
SYNTH-0731,20-06-2025,  CUENTA ,CLI-830,866743540, ARS, CHILE ,S,S
SYNTH-0745,2025-01-15,PRESTAMO  ,CLI-844,561613873,ars, CHILE ,N,N
SYNTH-0221,10/09/2025,PRESTAMO,CLI-320,440607202,USD,Peru,N,S
SYNTH-0525,15/03/2025,SERVICIO,CLI-624,10606,EUR,Brasil,S,N
SYNTH-0281,28/06/2025,PRESTAMO,CLI-380,16140,EUR,Mexico,S,N
SYNTH-0074,22/11/2025,PRESTAMO,CLI-173,322576,EUR,Chile,S,N
SYNTH-0962,15-03-2025, Servicio,CLI-1061,99999999999,Eur,brasil,N,N
SYNTH-0776,2025-01-15,seguro,CLI-875,41784,usd ,  uruguay,N,S
SYNTH-0605,15/03/2025,TARJETA,CLI-704,812296958,EUR,Colombia,S,N
SYNTH-0716,20-06-2025,  CUENTA ,CLI-815,30974, USD ,brasil,S,N
SYNTH-0292,22/11/2025,SEGURO,CLI-391,939684801,ARS,Mexico,S,S
