id_solicitud,fecha_solicitud,tipo_producto,id_cliente,monto_o_limite,moneda,pais,flag_prioritario,flag_digital
SYNTH-9070,22/11/2025,CUENTA,CLI-9169,9209,ARS,uy,N,S
SYNTH-9661,10/09/2025,cta,CLI-9760,823065007,EUR,col,N,N
SYNTH-7547,15-03-2025,PRESTAMO  ,CLI-7646,450303727,ars,  uruguay,N,N
SYNTH-4975,15/03/2025,SERVICIO,CLI-5074,580870756,ARS,Colombia,N,S
SYNTH-9749,Q1 2025,CUENTA,CLI-9848,866175021,EUR,Mexico,S,N
SYNTH-8878,10/09/2025,tarjeta credito,CLI-8977,306273194,EUR,Uruguay,N,N
SYNTH-2650,28/06/2025,TARJETA,CLI-2749,354304929,EUR,Chile,S,S
SYNTH-6609,32/13/2025,PRESTAMO  ,CLI-6708,8998,Eur, CHILE ,N,S
SYNTH-8330,05/04/2025,SERVICIO,CLI-8429,68791,pesos,Brasil,N,S
SYNTH-1232,01/01/2025,PRESTAMO,CLI-1331,9253,USD,Peru,S,S
SYNTH-9399,05/04/2025,PRESTAMO,CLI-9498,810088505,USD,estados unidos mexicanos,N,N
SYNTH-6561,2025-09-05,PRESTAMO  ,CLI-6660,-1,Eur,colombia  ,N,S
SYNTH-7421,2025-01-15,  CUENTA ,CLI-7520,99999999999, ARS,MEXICO,N,S
SYNTH-3909,05/04/2025,PRESTAMO,CLI-4008,44187,ARS,Uruguay,N,S
SYNTH-2408,05/04/2025,SEGURO,CLI-2507,121191,ARS,Peru,N,S
SYNTH-7223,2025-03-20,seguro,CLI-7322,248009045,Eur,  uruguay,N,S
SYNTH-0955,05/04/2025,SERVICIO,CLI-1054,457612669,USD,Mexico,N,S
SYNTH-5936,2025-09-05,seguro,,7703,usd ,colombia  ,N,N
SYNTH-7327,2025-09-05,  CUENTA ,CLI-7426,671548399, USD ,brasil,N,N
SYNTH-9789,05/04/2025,tarjeta credito,CLI-9888,733534756,EUR,Paraguay,S,S
SYNTH-3564,30/12/2025,CUENTA,CLI-3663,47035,EUR,Paraguay,N,S
SYNTH-4440,30/12/2025,SERVICIO,CLI-4539,476599731,USD,Mexico,S,N
SYNTH-4339,15/03/2025,TARJETA,CLI-4438,445942519,EUR,Uruguay,N,N
SYNTH-0897,05/04/2025,TARJETA,CLI-996,423975,USD,Brasil,N,S
SYNTH-4824,30/12/2025,TARJETA,CLI-4923,238842,ARS,Paraguay,N,S
SYNTH-8396,Q1 2025,CUENTA,CLI-8495,222377,ARS,Peru,N,S
SYNTH-6908,05-12-2025,tarjeta,CLI-7007,29796, USD ,,N,N
SYNTH-6920,05-12-2025, Servicio,CLI-7019,730447847,Eur,colombia  ,N,N
SYNTH-2480,15/03/2025,CUENTA,CLI-2579,763133134,USD,Colombia,S,S
SYNTH-4967,18/07/2025,SEGURO,CLI-5066,483240169,ARS,Chile,N,S
SYNTH-5935,20-06-2025,seguro,CLI-6034,664377105,GBP,brasil,S,N
SYNTH-7233,32/13/2025,tarjeta,CLI-7332,273713,usd ,  Argentina,S,S
SYNTH-2026,01/01/2025,TARJETA,CLI-2125,44303,EUR,Mexico,S,S
SYNTH-5360,15-03-2025, Servicio,CLI-5459,121495,ars,brasil,S,N
SYNTH-0500,28/06/2025,PRESTAMO,CLI-599,42415192,EUR,Brasil,S,N
SYNTH-0504,01/01/2025,CUENTA,CLI-603,127017501,ARS,Paraguay,S,N
SYNTH-3148,10/09/2025,PRESTAMO,CLI-3247,77143,ARS,Uruguay,N,S
SYNTH-0599,10/09/2025,SEGURO,CLI-698,335918437,USD,Peru,S,S
SYNTH-9125,01/01/2025,tarjeta credito,CLI-9224,454518,USD,Uruguay,N,N
SYNTH-6207,2025-09-05,seguro,CLI-6306,1000000000, USD , CHILE ,S,S
SYNTH-5985,2025-06-10,PRESTAMO  ,CLI-6084,432511,usd ,  uruguay,N,S
SYNTH-6105,05-12-2025,PRESTAMO  ,CLI-6204,20698,ars,colombia  ,S,S
SYNTH-4802,10/09/2025,CUENTA,CLI-4901,65405,ARS,Uruguay,S,S
SYNTH-4301,22/11/2025,TARJETA,CLI-4400,18753,ARS,Brasil,N,N
SYNTH-8345,30/12/2025,CUENTA,CLI-8444,472481416,ARS,arg,S,S
SYNTH-5658,2025-01-15,  CUENTA ,CLI-5757,-1,Eur,  uruguay,N,N
SYNTH-2531,18/07/2025,TARJETA,CLI-2630,4749,EUR,Uruguay,S,N
SYNTH-5163,05-12-2025,PRESTAMO  ,CLI-5262,131024,Eur,MEXICO,S,N
SYNTH-2639,15/03/2025,TARJETA,CLI-2738,333802288,USD,Chile,S,S
SYNTH-5523,20-06-2025,seguro,CLI-5622,-500,ars,MEXICO,S,N
SYNTH-1049,22/11/2025,PRESTAMO,CLI-1148,46515,ARS,Mexico,S,N
SYNTH-6933,15-03-2025,seguro,CLI-7032,9642,GBP,  Argentina,S,S
SYNTH-8148,05/04/2025,CUENTA,CLI-8247,419443,moneda local,Uruguay,N,S
SYNTH-1115,18/07/2025,SEGURO,CLI-1214,148913966,ARS,Paraguay,N,N
SYNTH-6914,2025-01-15,seguro,CLI-7013,29857,Eur,  uruguay,S,N
SYNTH-1445,28/06/2025,SEGURO,CLI-1544,20841,ARS,Peru,N,S
SYNTH-9233,Q1 2025,CUENTA,CLI-9332,13591,EUR,Paraguay,S,S
SYNTH-4730,05/04/2025,PRESTAMO,CLI-4829,533526261,ARS,Paraguay,S,S
SYNTH-7628,15-03-2025,tarjeta,CLI-7727,24204,,  Argentina,S,S
SYNTH-5851,05-12-2025,  CUENTA ,CLI-5950,738678325,usd ,  Argentina,S,S
SYNTH-7672,2025-01-15,PRESTAMO  ,CLI-7771,372828, ARS,  uruguay,N,N
SYNTH-2523,01/01/2025,SERVICIO,CLI-2622,422893201,EUR,Colombia,S,S
SYNTH-7158,32/13/2025,  CUENTA ,CLI-7257,199821533,ars,brasil,N,N
SYNTH-6013,2025-03-20, Servicio,CLI-6112,19416928,ars,  Argentina,S,N
SYNTH-6611,2025-09-05,seguro,CLI-6710,15609, USD ,  Argentina,N,N
SYNTH-8177,18/07/2025,plastico,CLI-8276,5856,pesos,Chile,N,S
SYNTH-4269,28/06/2025,SERVICIO,CLI-4368,203224648,USD,Mexico,S,N
SYNTH-6200,10-09-2025,tarjeta,CLI-6299,37676, ARS,  uruguay,S,S
SYNTH-8113,18/07/2025,CUENTA,CLI-8212,721358910,dolares,mx,N,N
SYNTH-8447,Q1 2025,CUENTA,CLI-8546,45562,ARS,Argentina,S,S
SYNTH-6542,2025-09-05, Servicio,CLI-6641,290800023,usd ,colombia  ,S,S
SYNTH-6930,05-12-2025,  CUENTA ,CLI-7029,1000000000, USD ,brasil,S,S
SYNTH-4211,10/09/2025,SERVICIO,CLI-4310,268463998,ARS,Paraguay,S,N
SYNTH-0257,22/11/2025,PRESTAMO,CLI-356,45149,ARS,Colombia,S,N
SYNTH-9746,18/07/2025,SEGURO,CLI-9845,203283330,EUR,cl,N,N
SYNTH-9519,01/01/2025,PRESTAMO,CLI-9618,83098,dolares,arg,S,N
SYNTH-5754,05-12-2025,seguro,CLI-5853,276026,usd , CHILE ,S,S
SYNTH-5792,20-06-2025,seguro,CLI-5891,428757,Eur,  Argentina,S,N
SYNTH-4601,01/01/2025,SEGURO,CLI-4700,50821,EUR,Uruguay,N,S
SYNTH-5394,2025-06-10,  CUENTA ,CLI-5493,43558016,Eur,  uruguay,S,S
SYNTH-0726,30/12/2025,PRESTAMO,CLI-825,33863,USD,Mexico,N,N
SYNTH-4084,28/06/2025,TARJETA,CLI-4183,7937,EUR,Argentina,N,S
SYNTH-4041,10/09/2025,SEGURO,CLI-4140,304488,EUR,Colombia,N,S
SYNTH-6995,2025-03-20,PRESTAMO  ,CLI-7094,0,Eur,brasil,S,N
SYNTH-3344,28/06/2025,CUENTA,CLI-3443,41463,EUR,Chile,S,S
SYNTH-4999,22/11/2025,PRESTAMO,CLI-5098,123479,EUR,Uruguay,S,N
SYNTH-9651,10/09/2025,PRESTAMO,CLI-9750,23337,USD,republica argentina,N,S
SYNTH-6341,2025-01-15,seguro,CLI-6440,524444550,Eur,  Argentina,N,N
SYNTH-7595,10-09-2025, Servicio,CLI-7694,3164,Eur,colombia  ,S,S
SYNTH-7298,32/13/2025, Servicio,CLI-7397,819457692,Eur, CHILE ,N,S
SYNTH-3185,10/09/2025,SEGURO,CLI-3284,104761279,ARS,Mexico,S,S
SYNTH-4454,10/09/2025,TARJETA,CLI-4553,34451,USD,Chile,N,S
SYNTH-1071,28/06/2025,SERVICIO,CLI-1170,277521,EUR,Colombia,S,S
SYNTH-7292,32/13/2025,seguro,CLI-7391,22665, ARS,MEXICO,N,N
SYNTH-9188,30/12/2025,cta ahorro,CLI-9287,324587,EUR,Uruguay,S,S
SYNTH-4707,22/11/2025,CUENTA,CLI-4806,278883,ARS,Chile,N,S
SYNTH-8176,primer trimestre,TARJETA,CLI-8275,466235528,EUR,Argentina,N,N
SYNTH-7528,2025-06-10, Servicio,CLI-7627,355574,, CHILE ,S,S
SYNTH-1073,30/12/2025,SERVICIO,CLI-1172,525632585,USD,Chile,N,N
SYNTH-8085,28/06/2025,cuenta corriente,CLI-8184,603911498,USD,Chile,S,S
SYNTH-2638,10/09/2025,TARJETA,CLI-2737,274337,USD,Peru,N,N
SYNTH-1197,22/11/2025,SERVICIO,CLI-1296,379541275,ARS,Colombia,S,S
SYNTH-0094,18/07/2025,SERVICIO,CLI-193,22040,USD,Paraguay,N,N
SYNTH-2464,30/12/2025,SEGURO,CLI-2563,164853,USD,Paraguay,S,S
SYNTH-0689,30/12/2025,CUENTA,CLI-788,330654,EUR,Mexico,N,S
SYNTH-1469,15/03/2025,CUENTA,CLI-1568,38047,EUR,Chile,S,N
SYNTH-2039,30/12/2025,CUENTA,CLI-2138,11023,USD,Chile,S,N
SYNTH-7160,05-12-2025,seguro,CLI-7259,411851567,, CHILE ,S,N
SYNTH-3598,15/03/2025,PRESTAMO,CLI-3697,3301,USD,Mexico,S,S
SYNTH-3730,10/09/2025,PRESTAMO,CLI-3829,400601,USD,Argentina,N,S
SYNTH-6740,32/13/2025,seguro,CLI-6839,209794,usd ,  Argentina,N,N
SYNTH-3262,15/03/2025,PRESTAMO,CLI-3361,23802,EUR,Argentina,S,N
SYNTH-0030,15/03/2025,SEGURO,CLI-129,5453,USD,Brasil,S,S
SYNTH-0253,01/01/2025,SERVICIO,CLI-352,409761669,USD,Paraguay,N,S
SYNTH-4625,10/09/2025,TARJETA,CLI-4724,26630,USD,Mexico,N,S
SYNTH-5466,32/13/2025, Servicio,CLI-5565,494204, ARS,brasil,N,S
SYNTH-0170,30/12/2025,SERVICIO,CLI-269,764360983,ARS,Mexico,S,S
SYNTH-2238,30/12/2025,PRESTAMO,CLI-2337,346954,ARS,Brasil,S,N
SYNTH-2777,18/07/2025,SERVICIO,CLI-2876,40811,ARS,Uruguay,S,N
SYNTH-8886,10/09/2025,tarj,CLI-8985,163197443,ARS,Argentina,N,N
SYNTH-7535,32/13/2025,tarjeta,CLI-7634,37654,usd ,brasil,S,N
SYNTH-7565,2025-06-10,  CUENTA ,CLI-7664,1000000000,usd ,  uruguay,S,S
SYNTH-9039,01/01/2025,SEGURO,CLI-9138,18562,USD,uy,N,S
SYNTH-6524,2025-03-20,tarjeta,CLI-6623,983351296,usd ,brasil,N,N
SYNTH-7123,2025-06-10,  CUENTA ,CLI-7222,222295,ars,  uruguay,N,S
SYNTH-8944,18/07/2025,cuenta corriente,CLI-9043,6331301,EUR,Argentina,N,S
SYNTH-0172,01/01/2025,PRESTAMO,CLI-271,257857,ARS,Paraguay,S,N
SYNTH-8715,01/01/2025,CUENTA,CLI-8814,33366,EUR,mx,S,S
SYNTH-1710,15/03/2025,SERVICIO,CLI-1809,427263,USD,Colombia,S,S
SYNTH-8427,18/07/2025,SERVICIO,CLI-8526,35886,USD,bra,N,N
SYNTH-0142,28/06/2025,SEGURO,CLI-241,44079,EUR,Argentina,S,S
SYNTH-8480,22/11/2025,cuenta corriente,CLI-8579,43544,dolar,Chile,S,N
SYNTH-0957,18/07/2025,CUENTA,CLI-1056,252603,ARS,Uruguay,N,N
SYNTH-5926,2025-09-05,PRESTAMO  ,CLI-6025,679536579, ARS,brasil,S,S
SYNTH-0977,15/03/2025,TARJETA,CLI-1076,137581,EUR,Brasil,N,N
SYNTH-1835,28/06/2025,PRESTAMO,CLI-1934,53997,ARS,Chile,N,S
SYNTH-4536,28/06/2025,CUENTA,CLI-4635,468476318,ARS,Paraguay,S,N
SYNTH-8210,22/11/2025,cuenta corriente,CLI-8309,372529,ARS,Brasil,S,S
SYNTH-3512,15/03/2025,TARJETA,CLI-3611,762126452,EUR,Paraguay,S,S
SYNTH-7010,05-12-2025,tarjeta,CLI-7109,912688973,ars,colombia  ,N,N
SYNTH-1974,22/11/2025,PRESTAMO,CLI-2073,778733111,USD,Peru,S,S
SYNTH-2614,30/12/2025,CUENTA,CLI-2713,271716,EUR,Mexico,S,N
SYNTH-9122,10/09/2025,SERVICIO,CLI-9221,36352,USD,estados unidos mexicanos,S,N
SYNTH-1117,10/09/2025,SERVICIO,CLI-1216,1187,USD,Peru,S,S
SYNTH-2962,30/12/2025,CUENTA,CLI-3061,98974,EUR,Paraguay,N,N
SYNTH-0059,05/04/2025,SEGURO,CLI-158,31534,USD,Paraguay,S,N
SYNTH-6164,2025-09-05,PRESTAMO  ,CLI-6263,44326, USD , CHILE ,S,N
SYNTH-6377,2025-03-20,seguro,CLI-6476,793301127,GBP,brasil,S,N
SYNTH-9928,18/07/2025,prestamo personal,CLI-10027,36169,ARS,Brasil,S,S
SYNTH-3225,18/07/2025,PRESTAMO,CLI-3324,129671497,EUR,Brasil,N,N
SYNTH-8140,01/01/2025,CUENTA,CLI-8239,83979,USD,estados unidos mexicanos,N,S
SYNTH-7841,2025-06-10,tarjeta,CLI-7940,429009804,GBP,colombia  ,N,N
SYNTH-9167,2025/03/15,SEGURO,CLI-9266,129384,EUR,Peru,N,S
SYNTH-9478,"Mar 15, 2025",PRESTAMO,CLI-9577,8197,USD,mx,N,S
SYNTH-2832,10/09/2025,SERVICIO,CLI-2931,59028343,EUR,Uruguay,S,N
SYNTH-4147,22/11/2025,TARJETA,CLI-4246,3579,EUR,Mexico,N,S
SYNTH-8556,28/06/2025,TARJETA,CLI-8655,8210884,USD,estados unidos mexicanos,N,S
SYNTH-5361,2025-01-15,tarjeta,CLI-5460,141698084, ARS,  Argentina,S,S
SYNTH-6249,05-12-2025,  CUENTA ,CLI-6348,90116061, ARS,brasil,N,S
SYNTH-6335,2025-01-15,  CUENTA ,CLI-6434,0,Eur,  uruguay,S,N
SYNTH-7109,05-12-2025,  CUENTA ,CLI-7208,914031398,Eur,brasil,S,S
SYNTH-2386,30/12/2025,SEGURO,CLI-2485,194233,EUR,Argentina,S,S
SYNTH-9090,"Mar 15, 2025",plastico,CLI-9189,230799,ARS,Paraguay,S,N
SYNTH-5027,20-06-2025,  CUENTA ,CLI-5126,42713,ars,  uruguay,S,N
SYNTH-3216,30/12/2025,TARJETA,CLI-3315,881047183,USD,Colombia,S,N
SYNTH-7602,2025-06-10,PRESTAMO  ,CLI-7701,34971,usd ,brasil,S,N
SYNTH-8087,15.03.2025,CUENTA,CLI-8186,7636,USD,Argentina,N,S
SYNTH-2391,05/04/2025,SERVICIO,CLI-2490,177586,ARS,Argentina,N,S
SYNTH-0375,15/03/2025,CUENTA,CLI-474,471035290,USD,Chile,N,N
SYNTH-7689,2025-09-05,PRESTAMO  ,CLI-7788,122250, ARS,MEXICO,S,S
SYNTH-2813,30/12/2025,SERVICIO,CLI-2912,39027,USD,Brasil,S,N
SYNTH-3134,22/11/2025,SERVICIO,CLI-3233,14731,USD,Paraguay,N,S
SYNTH-4473,15/03/2025,PRESTAMO,CLI-4572,9788,ARS,Paraguay,N,N
SYNTH-9528,18/07/2025,cuenta corriente,CLI-9627,303434,EUR,Peru,S,N
SYNTH-3100,01/01/2025,CUENTA,CLI-3199,14577,USD,Brasil,N,N
SYNTH-5763,10-09-2025,PRESTAMO  ,CLI-5862,79924, USD ,  uruguay,S,N
SYNTH-4629,05/04/2025,SEGURO,CLI-4728,40323,EUR,Uruguay,N,S
SYNTH-5441,15-03-2025,tarjeta,CLI-5540,-500,Eur,MEXICO,S,S
SYNTH-5846,15-03-2025,  CUENTA ,CLI-5945,11835,ars,  uruguay,S,N
SYNTH-7648,05-12-2025,  CUENTA ,CLI-7747,151377, USD ,brasil,S,N
SYNTH-0150,22/11/2025,CUENTA,CLI-249,27544,EUR,Peru,N,S
SYNTH-9111,2025/03/15,SEGURO,CLI-9210,14810,ARS,Colombia,N,S
SYNTH-2299,30/12/2025,SERVICIO,CLI-2398,133896,EUR,Chile,S,N
SYNTH-1676,15/03/2025,PRESTAMO,CLI-1775,17525,ARS,Brasil,N,N
SYNTH-6177,2025-03-20,PRESTAMO  ,CLI-6276,30616, ARS,brasil,N,S
SYNTH-1829,22/11/2025,SEGURO,CLI-1928,813673028,EUR,Argentina,N,S
SYNTH-7940,05-12-2025,  CUENTA ,CLI-8039,560676272, USD ,  uruguay,S,N
SYNTH-5930,32/13/2025, Servicio,CLI-6029,31744, ARS, CHILE ,N,S
SYNTH-1353,15/03/2025,TARJETA,CLI-1452,282827117,ARS,Chile,N,N
SYNTH-7190,05-12-2025, Servicio,,169446,ars,brasil,N,N
SYNTH-1366,15/03/2025,SEGURO,CLI-1465,209001741,EUR,Argentina,N,N
SYNTH-0202,05/04/2025,SEGURO,CLI-301,3699,ARS,Argentina,N,S
SYNTH-8187,15/03/2025,tarjeta credito,CLI-8286,22420,USD,Mexico,S,N
SYNTH-6768,2025-06-10,tarjeta,CLI-6867,144674, ARS,  Argentina,N,N
SYNTH-4371,05/04/2025,CUENTA,CLI-4470,406545,USD,Brasil,N,N
SYNTH-3714,10/09/2025,SERVICIO,CLI-3813,22878,ARS,Chile,N,S
SYNTH-3430,22/11/2025,CUENTA,CLI-3529,162615,USD,Mexico,N,S
SYNTH-8790,18/07/2025,TARJETA,CLI-8889,440224518,USD,arg,N,S
SYNTH-8428,30/12/2025,cta,CLI-8527,4903,EUR,Chile,S,N
SYNTH-1510,30/12/2025,SERVICIO,CLI-1609,798195394,USD,Chile,S,N
SYNTH-2775,18/07/2025,SEGURO,CLI-2874,112088,EUR,Chile,S,N
SYNTH-1911,15/03/2025,TARJETA,CLI-2010,14004,ARS,Chile,N,N
SYNTH-5346,05-12-2025,tarjeta,CLI-5445,0,ars, CHILE ,S,N
SYNTH-2937,18/07/2025,SEGURO,CLI-3036,279863690,USD,Mexico,N,S
SYNTH-8608,30/12/2025,SERVICIO,CLI-8707,409713,EUR,arg,S,N
SYNTH-5467,10-09-2025,seguro,CLI-5566,683690709, ARS,MEXICO,N,N
SYNTH-8515,15 de marzo del 2025,tarj,CLI-8614,5210,EUR,Uruguay,N,N
SYNTH-0626,01/01/2025,PRESTAMO,CLI-725,127121780,ARS,Paraguay,N,S
SYNTH-5107,20-06-2025,  CUENTA ,CLI-5206,905753421,Eur,colombia  ,S,N
SYNTH-0306,18/07/2025,PRESTAMO,CLI-405,89266910,ARS,Colombia,N,S
SYNTH-4796,22/11/2025,TARJETA,CLI-4895,3273,USD,Mexico,S,N
SYNTH-2043,15/03/2025,SEGURO,CLI-2142,384628040,EUR,Chile,S,N
SYNTH-1275,15/03/2025,CUENTA,CLI-1374,498044,USD,Argentina,N,N
SYNTH-1568,15/03/2025,TARJETA,CLI-1667,372606,EUR,Chile,N,S
SYNTH-1729,01/01/2025,PRESTAMO,CLI-1828,137557,ARS,Chile,S,N
SYNTH-0530,01/01/2025,TARJETA,CLI-629,144887867,EUR,Uruguay,N,N
SYNTH-7561,2025-09-05,  CUENTA ,CLI-7660,258818093,ars,MEXICO,N,N
SYNTH-2049,18/07/2025,PRESTAMO,CLI-2148,126264,ARS,Peru,N,N
SYNTH-7461,15-03-2025,seguro,,234584310, ARS,  Argentina,S,S
SYNTH-1999,30/12/2025,TARJETA,CLI-2098,37538,ARS,Argentina,N,S
SYNTH-6442,2025-03-20, Servicio,CLI-6541,39105,Eur, CHILE ,N,S
SYNTH-4126,22/11/2025,PRESTAMO,CLI-4225,23043,ARS,Chile,N,S
SYNTH-1179,22/11/2025,TARJETA,CLI-1278,428568,USD,Paraguay,N,N
SYNTH-8439,primer trimestre,SERVICIO,CLI-8538,41811,euros,Colombia,S,N
SYNTH-4856,30/12/2025,CUENTA,CLI-4955,208866,USD,Peru,N,S
SYNTH-8672,01/01/2025,cta ahorro,CLI-8771,16703,ARS,Colombia,N,N
SYNTH-8618,marzo 2025,plastico,CLI-8717,28089,ARS,Argentina,S,N
SYNTH-3260,05/04/2025,SEGURO,CLI-3359,556914666,ARS,Peru,N,N
SYNTH-0418,18/07/2025,CUENTA,CLI-517,214619422,USD,Argentina,N,S
SYNTH-9258,01/01/2025,tarj,CLI-9357,303996,USD,Peru,S,N
SYNTH-1548,01/01/2025,SEGURO,CLI-1647,3541,USD,Mexico,S,N
SYNTH-7849,15-03-2025,tarjeta,CLI-7948,-1, USD ,brasil,S,S
SYNTH-4035,28/06/2025,SERVICIO,CLI-4134,487798,ARS,Colombia,N,N
SYNTH-9628,10/09/2025,PRESTAMO,CLI-9727,8205,euros,Chile,S,S
SYNTH-5789,2025-01-15,,CLI-5888,46864, ARS,brasil,S,N
SYNTH-5510,2025-01-15,,CLI-5609,77698504, ARS,brasil,N,S
SYNTH-8107,18/07/2025,prestamo personal,CLI-8206,17398,EUR,mx,S,N
SYNTH-5869,15-03-2025,  CUENTA ,CLI-5968,295179448, USD ,  Argentina,N,N
SYNTH-6810,15-03-2025,PRESTAMO  ,CLI-6909,363410,Eur,  uruguay,N,N
SYNTH-3532,30/12/2025,PRESTAMO,CLI-3631,455638670,USD,Argentina,S,N
SYNTH-0512,10/09/2025,SEGURO,CLI-611,403383,ARS,Argentina,S,S
SYNTH-2274,28/06/2025,SEGURO,CLI-2373,11047,ARS,Chile,S,S
SYNTH-8641,Q1 2025,SEGURO,CLI-8740,173230,USD,Argentina,N,N
SYNTH-0271,28/06/2025,CUENTA,CLI-370,466406942,USD,Brasil,S,S
SYNTH-6134,2025-06-10, Servicio,CLI-6233,60873, USD ,  Argentina,N,N
SYNTH-9903,30/12/2025,prestamo personal,CLI-10002,396074914,USD,Uruguay,N,N
SYNTH-3372,10/09/2025,CUENTA,CLI-3471,171868,ARS,Colombia,S,S
SYNTH-9708,28/06/2025,PRESTAMO,CLI-9807,38559,EUR,republica argentina,N,N
SYNTH-7386,15-03-2025,tarjeta,CLI-7485,67606, USD ,  uruguay,N,N
SYNTH-5901,05-12-2025,PRESTAMO  ,CLI-6000,650329368, USD ,colombia  ,S,S
SYNTH-3933,18/07/2025,PRESTAMO,CLI-4032,44756,ARS,Chile,S,S
SYNTH-8395,30/12/2025,TARJETA,CLI-8494,333908,pesos argentinos,Brasil,N,N
SYNTH-3666,22/11/2025,SEGURO,CLI-3765,11819,USD,Peru,S,N
SYNTH-1238,18/07/2025,PRESTAMO,CLI-1337,252751858,USD,Peru,S,N
SYNTH-6371,15-03-2025,seguro,CLI-6470,684487437, USD , CHILE ,N,S
SYNTH-9270,05/04/2025,cuenta corriente,CLI-9369,18810,USD,Mexico,S,N
SYNTH-0196,15/03/2025,TARJETA,CLI-295,174118,ARS,Uruguay,N,N
SYNTH-5378,32/13/2025,  CUENTA ,CLI-5477,278449,ars, CHILE ,N,N
SYNTH-3057,15/03/2025,SERVICIO,CLI-3156,158423135,EUR,Brasil,N,S
SYNTH-5925,2025-06-10,  CUENTA ,CLI-6024,873889442,GBP,  Argentina,S,N
SYNTH-6863,2025-01-15,tarjeta,CLI-6962,980658330,ars,brasil,N,N
SYNTH-7012,2025-09-05,  CUENTA ,CLI-7111,528401094,ars,colombia  ,N,S
SYNTH-0214,05/04/2025,TARJETA,CLI-313,365865,EUR,Argentina,S,S
SYNTH-5317,2025-01-15,seguro,CLI-5416,-1, USD ,brasil,N,N
SYNTH-2921,30/12/2025,PRESTAMO,CLI-3020,452853,USD,Paraguay,N,N
