id_solicitud,fecha_solicitud,tipo_producto,id_cliente,monto_o_limite,moneda,pais,flag_prioritario,flag_digital
SYNTH-0356,22/11/2025,SERVICIO,CLI-455,474607,EUR,Argentina,N,N
SYNTH-0560,22/11/2025,SEGURO,CLI-659,690163225,USD,Brasil,N,S
SYNTH-0374,22/11/2025,SEGURO,CLI-473,28248,ARS,Peru,S,N
SYNTH-0870,2025-06-10,tarjeta,CLI-969,88486,,MEXICO,N,N
SYNTH-0781,2025-09-05,tarjeta,CLI-880,415839,Eur,  Argentina,N,N
SYNTH-0012,30/12/2025,CUENTA,CLI-111,769855825,USD,Peru,S,N
SYNTH-0117,30/12/2025,TARJETA,CLI-216,12509,EUR,Colombia,N,S
SYNTH-0791,20-06-2025,tarjeta,CLI-890,48673,usd ,colombia  ,N,S
SYNTH-0556,05/04/2025,SERVICIO,CLI-655,39660,ARS,Argentina,S,S
SYNTH-0150,30/12/2025,SERVICIO,CLI-249,13521,USD,Peru,S,S
SYNTH-0343,15/03/2025,SERVICIO,CLI-442,27831,USD,Brasil,S,S
SYNTH-0040,10/09/2025,CUENTA,CLI-139,195140,USD,Mexico,N,S
SYNTH-0800,32/13/2025,PRESTAMO  ,CLI-899,74235, USD ,colombia  ,N,N
SYNTH-0571,15/03/2025,TARJETA,CLI-670,23216,USD,Uruguay,S,S
SYNTH-0840,05-12-2025,seguro,CLI-939,125910053,GBP,MEXICO,S,N
SYNTH-0809,32/13/2025, Servicio,CLI-908,297203, ARS,brasil,N,N
SYNTH-0396,30/12/2025,SERVICIO,CLI-495,243664,USD,Chile,S,N
SYNTH-0278,28/06/2025,PRESTAMO,CLI-377,275304424,ARS,Chile,S,S
SYNTH-0926,2025-03-20,PRESTAMO  ,CLI-1025,616790051,usd ,  uruguay,N,N
SYNTH-0392,01/01/2025,SERVICIO,CLI-491,446048,USD,Paraguay,S,N
SYNTH-0578,15/03/2025,CUENTA,CLI-677,14474,USD,Brasil,N,N
SYNTH-0440,28/06/2025,SEGURO,CLI-539,317298,USD,Paraguay,N,S
SYNTH-0705,2025-09-05, Servicio,CLI-804,588745075,GBP,brasil,N,S
SYNTH-0152,22/11/2025,TARJETA,CLI-251,422049994,ARS,Colombia,N,S
SYNTH-0981,28/06/2025,CUENTA,CLI-1080,21374,usd oficial,Argentina,N,S
SYNTH-0898,20-06-2025,  CUENTA ,CLI-997,1000000000, USD ,brasil,S,S
SYNTH-0406,22/11/2025,SEGURO,CLI-505,92018196,ARS,Mexico,S,N
SYNTH-0919,05-12-2025, Servicio,CLI-1018,468965, ARS,MEXICO,N,S
SYNTH-0454,05/04/2025,SERVICIO,CLI-553,146767,ARS,Paraguay,S,S
SYNTH-0070,01/01/2025,PRESTAMO,CLI-169,183092,ARS,Uruguay,N,N
SYNTH-0191,15/03/2025,SERVICIO,CLI-290,977630490,ARS,Brasil,S,S
SYNTH-0026,30/12/2025,PRESTAMO,CLI-125,855845389,USD,Brasil,S,S
SYNTH-0561,30/12/2025,SERVICIO,CLI-660,29647,EUR,Chile,N,N
SYNTH-0302,28/06/2025,CUENTA,CLI-401,8607676,EUR,Mexico,S,N
SYNTH-0464,30/12/2025,TARJETA,CLI-563,281724,EUR,Chile,N,S
SYNTH-0264,05/04/2025,CUENTA,CLI-363,8772,USD,Peru,S,N
SYNTH-0990,01/01/2025,seguro vida,CLI-1089,420797,EUR,Mexico,N,S
SYNTH-0482,18/07/2025,SEGURO,CLI-581,542300825,ARS,Uruguay,N,N
SYNTH-0789,2025-03-20,  CUENTA ,CLI-888,38583,usd ,colombia  ,N,N
SYNTH-0689,2025-09-05,tarjeta,CLI-788,30872, USD ,,N,S
SYNTH-0662,2025-06-10,tarjeta,CLI-761,60956,Eur,brasil,N,S
SYNTH-0240,30/12/2025,TARJETA,CLI-339,411142814,EUR,Peru,N,S
SYNTH-0688,2025-06-10,tarjeta,CLI-787,8251,GBP,brasil,N,S
SYNTH-0721,05-12-2025,  CUENTA ,CLI-820,89875780,GBP,colombia  ,N,S
SYNTH-0894,15-03-2025,seguro,CLI-993,94959,usd ,,N,N
SYNTH-0641,28/06/2025,SERVICIO,CLI-740,7945,EUR,Chile,N,S
SYNTH-0756,10-09-2025,tarjeta,CLI-855,57165, USD ,  uruguay,N,S
SYNTH-0733,15-03-2025, Servicio,CLI-832,234145,usd , CHILE ,N,N
SYNTH-0824,2025-06-10,PRESTAMO  ,CLI-923,-500,usd ,MEXICO,N,S
SYNTH-0613,30/12/2025,TARJETA,CLI-712,13266,USD,Chile,N,N
SYNTH-0882,05-12-2025,  CUENTA ,CLI-981,28010,Eur,colombia  ,N,S
SYNTH-0151,22/11/2025,SEGURO,CLI-250,4225,EUR,Mexico,N,S
SYNTH-0911,2025-06-10,tarjeta,CLI-1010,537487530,Eur,  uruguay,N,N
SYNTH-0647,05/04/2025,TARJETA,CLI-746,12821,EUR,Brasil,S,S
SYNTH-0130,15/03/2025,TARJETA,CLI-229,444485,EUR,Brasil,N,N
SYNTH-0932,2025-03-20,  CUENTA ,CLI-1031,-1,ars, CHILE ,S,N
SYNTH-0923,2025-03-20,,CLI-1022,151523, USD ,brasil,S,S
SYNTH-0994,15/03/2025,TARJETA,CLI-1093,24860,ARS,rep argentina,N,N
SYNTH-0856,2025-09-05, Servicio,CLI-955,49044,Eur,brasil,S,N
SYNTH-0097,10/09/2025,CUENTA,CLI-196,18214,EUR,Mexico,N,S
SYNTH-0602,28/06/2025,PRESTAMO,CLI-701,211653655,USD,Brasil,S,S
SYNTH-0359,10/09/2025,PRESTAMO,CLI-458,249463,ARS,Colombia,S,N
SYNTH-0444,30/12/2025,PRESTAMO,CLI-543,21376,USD,Paraguay,S,S
SYNTH-0101,22/11/2025,CUENTA,CLI-200,46921,EUR,Colombia,N,S
SYNTH-0377,05/04/2025,TARJETA,CLI-476,147550241,USD,Colombia,N,S
SYNTH-0218,15/03/2025,CUENTA,CLI-317,836308517,EUR,Peru,N,S
SYNTH-0704,2025-03-20,,CLI-803,38237,ars,  Argentina,N,S
SYNTH-0654,2025-06-10,tarjeta,CLI-753,204633, USD , CHILE ,S,N
SYNTH-0388,28/06/2025,PRESTAMO,CLI-487,131162798,EUR,Brasil,S,S
SYNTH-0243,05/04/2025,PRESTAMO,CLI-342,10025,EUR,Mexico,N,N
SYNTH-0718,2025-03-20,PRESTAMO  ,CLI-817,130016585,ars,  Argentina,N,S
SYNTH-0937,2025-03-20, Servicio,CLI-1036,312448683,ars,  uruguay,S,S
SYNTH-0505,05/04/2025,TARJETA,CLI-604,7335,ARS,Uruguay,N,S
SYNTH-0294,15/03/2025,PRESTAMO,CLI-393,311557,ARS,Brasil,N,N
SYNTH-0423,01/01/2025,SERVICIO,CLI-522,165526,USD,Chile,N,S
SYNTH-0096,28/06/2025,PRESTAMO,CLI-195,27568,USD,Paraguay,S,S
SYNTH-0361,30/12/2025,SEGURO,CLI-460,18992,ARS,Brasil,S,N
SYNTH-0842,32/13/2025,  CUENTA ,CLI-941,92923,usd ,  uruguay,S,S
SYNTH-0965,18/07/2025,SERVICIO,CLI-1064,362773960,u$s,Brasil,S,S
SYNTH-0134,01/01/2025,TARJETA,CLI-233,363033301,USD,Brasil,N,N
SYNTH-0405,30/12/2025,PRESTAMO,CLI-504,376344,ARS,Mexico,S,S
SYNTH-0849,2025-03-20, Servicio,CLI-948,51480724,usd ,colombia  ,S,N
SYNTH-0121,18/07/2025,SERVICIO,CLI-220,49699,ARS,Chile,N,N
SYNTH-0031,22/11/2025,SEGURO,CLI-130,5188,USD,Mexico,S,S
SYNTH-0140,22/11/2025,TARJETA,CLI-239,8084,EUR,Brasil,S,S
SYNTH-0422,28/06/2025,TARJETA,CLI-521,993332141,USD,Uruguay,N,N
SYNTH-0876,15-03-2025,,CLI-975,9729353, USD ,colombia  ,N,S
SYNTH-0608,05/04/2025,TARJETA,CLI-707,9279,EUR,Paraguay,N,S
SYNTH-0616,01/01/2025,CUENTA,CLI-715,489221975,EUR,Chile,S,N
SYNTH-0506,30/12/2025,SEGURO,CLI-605,692351069,EUR,Paraguay,S,S
SYNTH-0958,10/09/2025,PRESTAMO,CLI-1057,$25000,dolar blue,Argentina,S,N
SYNTH-0260,01/01/2025,CUENTA,CLI-359,38145,ARS,Argentina,S,N
SYNTH-0933,10-09-2025,  CUENTA ,CLI-1032,99999999999,Eur,  Argentina,N,N
SYNTH-0728,05-12-2025,tarjeta,CLI-827,307352,Eur, CHILE ,S,N
SYNTH-0321,15/03/2025,SEGURO,CLI-420,29730,USD,Colombia,N,S
SYNTH-0503,01/01/2025,CUENTA,CLI-602,6461,EUR,Peru,N,S
SYNTH-0940,2025-03-20,seguro,CLI-1039,1000000000,ars, CHILE ,N,S
SYNTH-0091,28/06/2025,SERVICIO,CLI-190,346517511,USD,Colombia,N,S
SYNTH-0596,30/12/2025,TARJETA,CLI-695,25470,EUR,Brasil,S,S
SYNTH-0287,01/01/2025,SEGURO,CLI-386,132119,ARS,Chile,N,N
SYNTH-0776,32/13/2025, Servicio,CLI-875,712871771,Eur,colombia  ,S,S
SYNTH-0843,20-06-2025,seguro,CLI-942,31915, ARS,,S,N
SYNTH-0942,2025-09-05,PRESTAMO  ,CLI-1041,-500,usd ,brasil,S,S
SYNTH-0807,32/13/2025, Servicio,CLI-906,429217,usd ,colombia  ,S,N
SYNTH-0518,30/12/2025,SERVICIO,CLI-617,22625,EUR,Paraguay,N,S
SYNTH-0233,01/01/2025,PRESTAMO,CLI-332,765299707,USD,Brasil,N,S
SYNTH-0619,05/04/2025,CUENTA,CLI-718,84596,USD,Mexico,S,S
SYNTH-0357,28/06/2025,SEGURO,CLI-456,47797,ARS,Brasil,S,S
SYNTH-0736,15-03-2025,tarjeta,CLI-835,1000000000,Eur,colombia  ,S,S
SYNTH-0326,22/11/2025,SEGURO,CLI-425,35902,ARS,Brasil,S,S
SYNTH-0811,20-06-2025,PRESTAMO  ,CLI-910,614866117,ars,  Argentina,S,N
SYNTH-0044,30/12/2025,SEGURO,CLI-143,170467131,USD,Chile,N,S
SYNTH-0049,22/11/2025,SEGURO,CLI-148,237288,ARS,Argentina,N,N
SYNTH-0866,15-03-2025, Servicio,CLI-965,23397,GBP,  uruguay,N,N
SYNTH-0532,15/03/2025,SERVICIO,CLI-631,24079,EUR,Paraguay,S,N
SYNTH-0498,28/06/2025,TARJETA,CLI-597,535621275,USD,Peru,N,N
SYNTH-0586,05/04/2025,PRESTAMO,CLI-685,32200,USD,Chile,S,S
SYNTH-0339,28/06/2025,CUENTA,CLI-438,19208,USD,Peru,N,S
SYNTH-0943,2025-03-20,PRESTAMO  ,CLI-1042,16882, USD ,brasil,S,N
SYNTH-0307,15/03/2025,TARJETA,CLI-406,4875,USD,Paraguay,S,N
SYNTH-0878,32/13/2025,  CUENTA ,CLI-977,396168,usd ,colombia  ,N,S
SYNTH-0620,01/01/2025,CUENTA,CLI-719,35452,ARS,Colombia,N,S
SYNTH-0295,30/12/2025,PRESTAMO,CLI-394,190595,EUR,Peru,S,N
SYNTH-0039,28/06/2025,TARJETA,CLI-138,710847523,EUR,Paraguay,N,S
SYNTH-0329,30/12/2025,TARJETA,CLI-428,411251,ARS,Colombia,S,N
SYNTH-0621,22/11/2025,TARJETA,CLI-720,28263,ARS,Brasil,S,S
SYNTH-0238,15/03/2025,CUENTA,CLI-337,140056,EUR,Argentina,S,S
SYNTH-0154,22/11/2025,PRESTAMO,CLI-253,6903,EUR,Argentina,S,N
SYNTH-0050,05/04/2025,SEGURO,CLI-149,12199,ARS,Uruguay,S,S
SYNTH-0133,30/12/2025,TARJETA,CLI-232,477174,USD,Mexico,S,S
SYNTH-0495,18/07/2025,SEGURO,CLI-594,712055635,EUR,Colombia,N,S
SYNTH-0969,01/01/2025,tarjeta gold,CLI-1068,3769,USD,Brasil,N,N
SYNTH-0163,18/07/2025,PRESTAMO,CLI-262,653259696,EUR,Peru,N,N
SYNTH-0312,30/12/2025,CUENTA,CLI-411,692833249,EUR,Argentina,N,S
SYNTH-0799,20-06-2025,PRESTAMO  ,CLI-898,0,usd , CHILE ,S,N
SYNTH-0690,10-09-2025,seguro,CLI-789,308957,usd ,  uruguay,S,N
SYNTH-0142,05/04/2025,SEGURO,CLI-241,487590,ARS,Argentina,N,N
SYNTH-0927,2025-09-05,PRESTAMO  ,CLI-1026,258362,ars,colombia  ,N,S
SYNTH-0517,30/12/2025,TARJETA,CLI-616,9044,USD,Colombia,N,N
SYNTH-0702,2025-01-15, Servicio,CLI-801,0, ARS,brasil,S,N
SYNTH-0952,15/03/2025,CUENTA,CLI-1051,222475,pesos arg,Chile,N,S
SYNTH-0899,32/13/2025,tarjeta,CLI-998,327704, USD ,brasil,N,S
SYNTH-0135,18/07/2025,SEGURO,CLI-234,404588302,ARS,Uruguay,N,N
SYNTH-0246,18/07/2025,SEGURO,CLI-345,130008563,USD,Colombia,S,S
SYNTH-0156,10/09/2025,CUENTA,CLI-255,726462337,EUR,Peru,N,N
SYNTH-0197,10/09/2025,SERVICIO,CLI-296,784910952,ARS,Paraguay,S,N
SYNTH-0328,05/04/2025,SERVICIO,CLI-427,33723,ARS,Peru,N,S
SYNTH-0614,01/01/2025,PRESTAMO,CLI-713,543875302,USD,Paraguay,S,N
SYNTH-0254,05/04/2025,PRESTAMO,CLI-353,471444,EUR,Brasil,N,N
SYNTH-0868,20-06-2025,seguro,CLI-967,664327252,usd ,  Argentina,N,N
SYNTH-0697,05-12-2025, Servicio,CLI-796,381243, ARS,,S,N
SYNTH-0601,18/07/2025,CUENTA,CLI-700,86499934,ARS,Peru,S,S
SYNTH-0819,2025-03-20, Servicio,CLI-918,269016098,Eur,  Argentina,N,S
SYNTH-0700,10-09-2025, Servicio,CLI-799,46388,GBP,colombia  ,N,S
SYNTH-0375,15/03/2025,TARJETA,CLI-474,303232,EUR,Peru,S,S
SYNTH-0785,10-09-2025, Servicio,CLI-884,99999999999,ars, CHILE ,N,N
SYNTH-0221,01/01/2025,PRESTAMO,CLI-320,475221,USD,Colombia,S,N
SYNTH-1000,28/06/2025,SERVICIO,CLI-1099,61740477,USD,brasilia brasil,S,S
SYNTH-0296,18/07/2025,SEGURO,CLI-395,39066,USD,Peru,N,S
SYNTH-0169,10/09/2025,SERVICIO,CLI-268,41249,EUR,Mexico,S,N
SYNTH-0979,11 abril 2025,TARJETA,CLI-1078,326403372,EUR,Peru,N,N
SYNTH-0013,30/12/2025,CUENTA,CLI-112,189705,USD,Brasil,S,N
SYNTH-0764,2025-01-15,tarjeta,CLI-863,13880,usd ,colombia  ,N,N
SYNTH-0740,2025-09-05,tarjeta,CLI-839,254536,Eur,,S,S
SYNTH-0832,05-12-2025,seguro,CLI-931,29429, USD ,  uruguay,N,S
SYNTH-0358,01/01/2025,TARJETA,CLI-457,190404,ARS,Brasil,N,N
SYNTH-0972,28/06/2025,tarjeta gold,CLI-1071,28722,ARS,Chile,S,S
SYNTH-0084,10/09/2025,PRESTAMO,CLI-183,33251085,ARS,Mexico,N,N
SYNTH-0291,30/12/2025,PRESTAMO,CLI-390,438384,EUR,Chile,N,S
SYNTH-0910,05-12-2025,seguro,CLI-1009,244488529,Eur,  Argentina,N,N
SYNTH-0267,10/09/2025,TARJETA,CLI-366,284709,ARS,Mexico,S,S
SYNTH-0656,10-09-2025,tarjeta,CLI-755,490534, USD ,MEXICO,S,N
SYNTH-0403,18/07/2025,CUENTA,CLI-502,37974,USD,Brasil,S,S
SYNTH-0103,18/07/2025,SEGURO,CLI-202,725134305,ARS,Chile,S,S
SYNTH-0164,10/09/2025,SERVICIO,CLI-263,37039,EUR,Mexico,S,S
SYNTH-0269,10/09/2025,SERVICIO,CLI-368,946616173,ARS,Brasil,N,N
SYNTH-0202,15/03/2025,SERVICIO,CLI-301,645998503,USD,Brasil,S,N
SYNTH-0643,30/12/2025,SERVICIO,CLI-742,26558,ARS,Paraguay,S,N
SYNTH-0397,28/06/2025,CUENTA,CLI-496,270652,EUR,Argentina,S,S
SYNTH-0524,10/09/2025,SERVICIO,CLI-623,24226,EUR,Chile,S,S
SYNTH-0834,10-09-2025,  CUENTA ,CLI-933,73459,Eur,brasil,S,N
SYNTH-0203,15/03/2025,SEGURO,CLI-302,2153,EUR,Paraguay,S,S
SYNTH-0404,30/12/2025,SEGURO,CLI-503,22435,ARS,Paraguay,S,N
SYNTH-0995,5 marzo 2026,prestamo nomina,CLI-1094,86117181,USD,Argentina,S,S
SYNTH-0292,05/04/2025,SEGURO,CLI-391,94795491,EUR,Uruguay,S,S
SYNTH-0963,28/06/2025,CUENTA,CLI-1062,154282,u$s,brasilia brasil,S,S
SYNTH-0102,05/04/2025,TARJETA,CLI-201,36177,ARS,Argentina,S,N
SYNTH-0983,8 octubre 2025,seguro vida,CLI-1082,35207,ARS,Brasil,S,N
SYNTH-0099,05/04/2025,PRESTAMO,CLI-198,34783,EUR,Peru,S,N
SYNTH-0475,10/09/2025,PRESTAMO,CLI-574,428634,USD,Colombia,S,S
SYNTH-0316,01/01/2025,SEGURO,CLI-415,30458,EUR,Colombia,N,N
SYNTH-0497,10/09/2025,SERVICIO,CLI-596,137411377,USD,Uruguay,S,S
SYNTH-0387,22/11/2025,CUENTA,CLI-486,175533,EUR,Paraguay,N,N
SYNTH-0450,10/09/2025,CUENTA,CLI-549,281451682,USD,Brasil,N,S
SYNTH-0434,22/11/2025,CUENTA,CLI-533,91463,USD,Argentina,N,N
SYNTH-0069,05/04/2025,SEGURO,CLI-168,183877,USD,Argentina,N,S
SYNTH-0675,15-03-2025,seguro,CLI-774,602973540,GBP,  uruguay,N,S
SYNTH-0533,18/07/2025,SERVICIO,CLI-632,581509469,USD,Uruguay,S,S
SYNTH-0067,18/07/2025,SEGURO,CLI-166,45639,ARS,Argentina,N,N
SYNTH-0483,01/01/2025,SERVICIO,CLI-582,282111,USD,Argentina,S,S
SYNTH-0136,05/04/2025,SEGURO,CLI-235,237833,USD,Uruguay,N,N
SYNTH-0794,2025-09-05, Servicio,CLI-893,4133,usd , CHILE ,N,N
SYNTH-0762,05-12-2025, Servicio,CLI-861,89936,usd ,MEXICO,N,S
SYNTH-0570,15/03/2025,CUENTA,CLI-669,384544132,ARS,Colombia,S,S
SYNTH-0123,10/09/2025,PRESTAMO,CLI-222,289791,EUR,Brasil,N,S
SYNTH-0208,22/11/2025,SERVICIO,CLI-307,381699,USD,Argentina,N,N
SYNTH-0961,2 julio 2025,cuenta sueldo,CLI-1060,441745,EUR,Colombia,S,S
SYNTH-0345,05/04/2025,PRESTAMO,CLI-444,4524,USD,Argentina,S,N
SYNTH-0640,22/11/2025,CUENTA,CLI-739,19682028,USD,Colombia,N,S
SYNTH-0299,15/03/2025,SERVICIO,CLI-398,511739426,ARS,Colombia,S,N
SYNTH-0714,10-09-2025,  CUENTA ,CLI-813,42556,,  Argentina,S,N
SYNTH-0934,32/13/2025,seguro,CLI-1033,384198248, ARS,  uruguay,N,N
SYNTH-0861,2025-06-10,seguro,CLI-960,236690, USD ,  Argentina,N,S
SYNTH-0153,22/11/2025,PRESTAMO,CLI-252,301015,USD,Chile,S,S
SYNTH-0531,22/11/2025,CUENTA,CLI-630,458763,USD,Paraguay,S,S
SYNTH-0978,15/03/2025,CUENTA,CLI-1077,289194289,u$s,Chile,S,S
SYNTH-0848,10-09-2025,PRESTAMO  ,CLI-947,40347,ars,brasil,S,S
SYNTH-0253,28/06/2025,SEGURO,CLI-352,18587,EUR,Uruguay,S,S
SYNTH-0660,20-06-2025,tarjeta,CLI-759,294765962,Eur, CHILE ,S,S
SYNTH-0462,28/06/2025,SEGURO,CLI-561,395484,ARS,Uruguay,N,N
SYNTH-0382,22/11/2025,PRESTAMO,CLI-481,66664,USD,Uruguay,N,N
SYNTH-0871,2025-03-20,seguro,CLI-970,31429, ARS, CHILE ,N,S
SYNTH-0167,05/04/2025,CUENTA,CLI-266,325417,EUR,Uruguay,N,S
SYNTH-0738,15-03-2025,  CUENTA ,CLI-837,5222,GBP,  Argentina,N,S
SYNTH-0252,28/06/2025,SERVICIO,CLI-351,253357,ARS,Chile,S,S
